181800,1000,176,719.9442633893195
363600,2000,360,794.192654133134
545400,3000,543,583.7991960223881
727200,4000,722,572.4223126635625
909000,5000,898,506.71986670739716
1089000,6000,1112,488.5005612593377
1269000,7000,1326,249.262286100653
1449000,8000,1538,621.149691128936
1629000,9000,1747,451.0613062379416
1809000,10000,1946,145.86703554610722
1989000,11000,2147,859.2152216485702
2169000,12000,2351,924.7828207840212
2349000,13000,2559,260.94814539002255
2529000,14000,2766,301.24586908885976
2709000,15000,2969,566.8118081347493
2889000,16000,3187,135.8175299012364
3069000,17000,3401,814.9006077921949
3249000,18000,3631,174.45439059963246
3429000,19000,3853,350.71998227760196
3609000,20000,4076,187.40024224331137
3789000,21000,4297,384.22353023895994
3969000,22000,4518,1163.0055738911033
4149000,23000,4736,1220.2909163824079
4329000,24000,4957,1375.5667412090115
4509000,25000,5172,129.55099095523474
4689000,26000,5388,538.0715758212609
4869000,27000,5615,66.60801828186959
5049000,28000,5837,89.61613073485205
5229000,29000,6060,1600.667505824007
5409000,30000,6281,113.36322564903821
5589000,31000,6497,129.98948389782163
5769000,32000,6703,1538.1261829670984
5949000,33000,6909,1547.3393687908538
6129000,34000,7116,1465.363332403591
6309000,35000,7328,1831.9475002326071
6489000,36000,7550,606.0370005554287
6669000,37000,7761,798.8120954304468
6849000,38000,7994,1612.8123026475441
7029000,39000,8229,1575.57827579882
7209000,40000,8450,625.539713620441
7389000,41000,8668,782.3923415854224
7569000,42000,8880,757.3233004207723
7749000,43000,9070,688.0832514428912
7929000,44000,9235,198.64397420664318
8109000,45000,9403,1822.068534899503
8289000,46000,9564,1070.7985655022785
8469000,47000,9729,1324.5766355857486
8649000,48000,9894,672.755693823332
8829000,49000,10054,958.8099489192828
9009000,50000,10230,1060.9850809272757
9189000,51000,10406,522.9682794829714
9369000,52000,10571,969.1239182281424
9549000,53000,10731,1561.7988835447468
9729000,54000,10894,1088.0674918464574
9909000,55000,11069,301.2063933566387
10089000,56000,11239,1147.4398115319054
10269000,57000,11424,1008.0269675089512
10449000,58000,11594,1367.2076210500672
10629000,59000,11753,1676.7623105903622
10809000,60000,11920,447.7338258899981
10989000,61000,12105,905.5802576876886
11169000,62000,12286,1638.9619816368213
11349000,63000,12461,1851.033063661307
11529000,64000,12611,1736.524431038648
11709000,65000,12766,1892.4129766251426
11889000,66000,12923,1551.4292116109282
12069000,67000,13092,1949.7554625594057
12249000,68000,13247,1028.2907306463749
12429000,69000,13401,1637.145665787626
12609000,70000,13557,1708.2700928281993
12789000,71000,13719,1787.6924599828199
12969000,72000,13883,952.135644870119
13149000,73000,14052,845.843729049433
13329000,74000,14217,1773.3643213463947
13509000,75000,14390,316.06672733530286
13689000,76000,14557,301.07040096554283
13869000,77000,14714,687.0267094327137
14049000,78000,14865,1483.866224010475
14229000,79000,15004,409.06306512467563
14409000,80000,15151,218.8366448605375
14589000,81000,15292,466.7659200527123
14769000,82000,15440,835.8935398507165
14949000,83000,15610,951.222913679434
15129000,84000,15779,1616.2593505678233
15309000,85000,15950,86.32573543640319
15489000,86000,16115,995.9665212470572
15669000,87000,16264,1173.0597347924486
15849000,88000,16412,1300.5171210328117
16029000,89000,16558,1258.0564228334697
16209000,90000,16713,669.2722105338325
16389000,91000,16868,1557.4155176440254
16569000,92000,17031,552.031159458129
16749000,93000,17194,827.1431494774297
16929000,94000,17365,1040.0231097560754
17109000,95000,17513,1253.5019427705556
17289000,96000,17661,247.33411119447555
17469000,97000,17807,779.93654562562
17649000,98000,17940,1043.5819010683335
17829000,99000,18083,532.3092584396945
18009000,100000,18234,890.768796922639
18189000,101000,18384,965.7629118983168
18369000,102000,18542,978.2210777074215
18549000,103000,18689,1607.7099990504794
18729000,104000,18842,1654.7178772233892
18909000,105000,18995,1291.3181216772646
19089000,106000,19166,1214.9112662302214
19269000,107000,19332,1330.6240425659344
19449000,108000,19489,959.7961345622316
19629000,109000,19654,1624.518577839015
19809000,110000,19798,874.1059626592469
19989000,111000,19939,870.0655392832123
20169000,112000,20081,1317.2865252427728
20349000,113000,20222,512.7888003420085
20529000,114000,20386,1505.3682853067294
20709000,115000,20550,1273.2131675035926
20889000,116000,20710,742.3729187052231
21069000,117000,20867,1428.8052557816845
21249000,118000,21023,873.2064375628252
21429000,119000,21189,1563.28618124075
21609000,120000,21353,690.4824972584611
21789000,121000,21520,810.2267171614803
21969000,122000,21676,1274.2601571199484
22149000,123000,21823,878.396901828004
22329000,124000,21980,1161.281655900646
22509000,125000,22142,537.0146416388452
22689000,126000,22303,1300.887789975386
22869000,127000,22461,628.1497863538098
23049000,128000,22620,991.2801366087515
23229000,129000,22777,610.5248348908499
23409000,130000,22934,1592.7183426979464
23589000,131000,23096,799.4588834626484
23769000,132000,23248,1624.9689855058677
23949000,133000,23406,1603.6013726182282
24129000,134000,23550,1215.6264848241117
24309000,135000,23692,1391.237729645567
24489000,136000,23850,1262.3922852569958
24669000,137000,24038,1161.5430504796095
24849000,138000,24228,1630.401194745442
25029000,139000,24420,1216.9810138571775
25209000,140000,24568,922.1427533737733
25389000,141000,24720,1023.7202221217449
25569000,142000,24870,877.8536164630204
25749000,143000,25024,1370.938573951018
25929000,144000,25183,1097.0399518334307
26109000,145000,25334,267.0828165804851
26289000,146000,25481,1002.3357883749195
26469000,147000,25632,1294.2116140007856
26649000,148000,25797,617.8487411970273
26829000,149000,25957,1427.441010110313
27009000,150000,26109,686.7879488279577
27189000,151000,26264,1519.0849204778206
27369000,152000,26402,892.984997949563
27549000,153000,26534,178.2700990724843
27729000,154000,26659,1504.9048452721909
27909000,155000,26792,1450.3866881406866
28089000,156000,26942,716.2252593903104
28269000,157000,27108,619.713847837731
28449000,158000,27276,708.4325842371545
28629000,159000,27439,1274.5007445324445
28809000,160000,27592,987.2952180830762
28989000,161000,27752,1231.761875994387
29169000,162000,27907,707.2291721361689
29349000,163000,28061,7.801095559552778
29529000,164000,28218,1445.7796635733685
29709000,165000,28381,1546.5447885878384
29889000,166000,28541,1425.3713765863795
30069000,167000,28705,1032.4277266826248
30249000,168000,28864,1128.053818919463
30429000,169000,29017,918.5636082505225
30609000,170000,29165,1304.239970090799
30789000,171000,29326,959.0209985873662
30969000,172000,29493,1240.806564886123
31149000,173000,29669,1011.0460571538424
31329000,174000,29837,376.9453909979202
31509000,175000,30013,1506.8402510113083
31689000,176000,30194,925.1873084170948
31869000,177000,30372,1370.8145566645544
