2018,22,1,202.64264678955078
3838,43,2,191.629376411438
5066,54,3,101.57769203186035
9849,120,6,611.4842977523804
11385,135,7,138.4754409790039
14165,166,9,283.89418029785156
16337,194,10,258.5576171875
21899,262,13,628.9465427398682
24305,287,14,229.88664150238037
26298,307,16,185.59188270568848
27856,324,17,155.95344257354736
31033,360,19,333.1171884536743
32660,377,20,156.6393003463745
35195,411,21,314.714900970459
37157,431,23,184.95924472808838
40159,468,24,342.4113302230835
42014,490,25,202.16200733184814
45305,530,27,369.87601470947266
46826,545,28,138.6146297454834
48640,565,30,184.35419464111328
50661,586,31,194.06625747680664
53349,617,33,287.25689601898193
54974,634,34,157.3815746307373
56734,654,35,183.63620281219482
61007,704,37,461.60154914855957
63659,734,39,275.5736141204834
65871,758,40,220.22933864593506
67458,776,41,165.74752235412598
69248,795,43,174.9177656173706
70586,809,44,128.49080562591553
72994,838,45,268.132999420166
76258,877,47,359.3815221786499
79746,922,49,415.36794662475586
82008,947,50,230.15402603149414
84230,972,52,228.84848594665527
87691,1017,54,415.78558444976807
90002,1045,55,259.1460418701172
94583,1102,58,528.5628004074097
97119,1132,60,276.8878402709961
99256,1158,61,238.823992729187
102013,1193,63,322.85966396331787
104672,1225,64,296.65375423431396
106622,1246,66,192.6150894165039
108783,1269,67,211.6594705581665
111366,1302,68,306.17966079711914
112691,1316,69,129.58990001678467
115333,1344,71,256.99258613586426
117649,1369,73,230.95397186279297
120859,1404,74,324.0215244293213
122254,1415,75,101.1774091720581
125539,1459,77,402.71801948547363
128728,1494,79,323.458176612854
130879,1522,81,258.1672763824463
134945,1571,83,453.4971466064453
137479,1600,84,266.2350273132324
139875,1628,86,258.56289863586426
143127,1668,88,369.91669368743896
145681,1693,89,229.7234764099121
147155,1708,91,137.47138023376465
148392,1720,91,110.56876945495605
150423,1742,93,200.72363185882568
152753,1769,94,249.59163188934326
155721,1805,96,333.50803661346436
157782,1828,97,213.43191719055176
159040,1840,98,110.0014533996582
161046,1864,100,220.13016605377197
162907,1885,101,191.42514324188232
165890,1921,103,333.6002311706543
168430,1955,104,314.7713804244995
171914,1995,106,369.3015546798706
173943,2017,107,203.03406143188477
177711,2066,109,452.8089828491211
178971,2076,110,92.38041687011719
180187,2088,111,110.2690486907959
181949,2105,112,155.8070774078369
184654,2135,114,277.03027153015137
185837,2146,115,101.35057926177979
188110,2169,116,211.86555862426758
189655,2186,117,157.12475967407227
192087,2215,119,268.9020195007324
195380,2254,121,361.12772369384766
197436,2279,122,230.7340955734253
202753,2348,125,637.9290351867676
205239,2381,126,304.8379182815552
207320,2407,127,239.57407188415527
210209,2440,129,304.64062881469727
212410,2467,130,249.60849475860596
216434,2517,133,464.6148500442505
